subject,predicate,object
上海轨道交通18号线莲溪路站接收洞门加固工程上行线,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通14号线武定路站南端头井洞门加固,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间2号联络通道及泵站
上海轨道交通14号线武定路站南端头井洞门加固,设计单位 通过 天地科技,杭州地铁2号线23标新良路站~良渚站区间联络通道及泵站
上海轨道交通14号线武定路站南端头井洞门加固,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间1号联络通道
上海轨道交通14号线武定路站南端头井洞门加固,建设单位 通过 上海申通地铁集团,南京设计院
上海轨道交通14号线武定路站南端头井洞门加固,建设单位 通过 上海申通地铁集团,城轨
上海轨道交通14号线武定路站南端头井洞门加固,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通14号线武定路站南端头井洞门加固,施工单位 通过 上海隧道公司,施工
上海轨道交通18号线平凉路站上行线冻结加固工程,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间2号联络通道及泵站
上海轨道交通18号线平凉路站上行线冻结加固工程,设计单位 通过 天地科技,杭州地铁2号线23标新良路站~良渚站区间联络通道及泵站
上海轨道交通18号线平凉路站上行线冻结加固工程,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间1号联络通道
上海轨道交通18号线平凉路站上行线冻结加固工程,业主单位 通过 上海申通地铁集团,南京设计院
上海轨道交通18号线平凉路站上行线冻结加固工程,业主单位 通过 上海申通地铁集团,城轨
上海轨道交通18号线平凉路站上行线冻结加固工程,建设单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海龙耀路隧道南端头井洞门冻结加固工程,参与单位 通过 上海黄浦江越江投资公司,城轨
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通15号线罗秀路站北端头井盾构始发洞门冻结加固工程下行线,参与单位 通过 上海隧道公司,施工
上海轨道交通18号线平凉路站下行线冻结加固工程,参与单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间2号联络通道及泵站
上海轨道交通18号线平凉路站下行线冻结加固工程,参与单位 通过 天地科技,杭州地铁2号线23标新良路站~良渚站区间联络通道及泵站
上海轨道交通18号线平凉路站下行线冻结加固工程,参与单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间1号联络通道
上海轨道交通18号线平凉路站下行线冻结加固工程,参与单位 通过 上海申通地铁集团,南京设计院
上海轨道交通18号线平凉路站下行线冻结加固工程,参与单位 通过 上海申通地铁集团,城轨
上海轨道交通18号线平凉路站下行线冻结加固工程,参与单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
南京地铁7号线螺塘街站洞门加固工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,建设单位 通过 上海申通地铁集团,城轨
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通15号线上海南站站北端上行线盾构始发洞门冻结加固工程,施工单位 通过 上海隧道公司,施工
郑州地铁4号线会展中心站北端头洞门加固工程右线,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
郑州地铁4号线龙湖岛站北端头左线洞门,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通18号线江浦公园站下行线进、出洞冻结加固工程,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间2号联络通道及泵站
上海轨道交通18号线江浦公园站下行线进、出洞冻结加固工程,设计单位 通过 天地科技,杭州地铁2号线23标新良路站~良渚站区间联络通道及泵站
上海轨道交通18号线江浦公园站下行线进、出洞冻结加固工程,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间1号联络通道
上海轨道交通18号线江浦公园站下行线进、出洞冻结加固工程,建设单位 通过 上海申通地铁集团,南京设计院
上海轨道交通18号线江浦公园站下行线进、出洞冻结加固工程,建设单位 通过 上海申通地铁集团,城轨
上海轨道交通15号线铜川路站北端头井上行线盾构接收工程,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
常州轨道交通2号线三角场站—紫云站区间左线始发洞门液氮冻结,工艺 通过 液氮冻结,其他工程
常州轨道交通2号线三角场站—紫云站区间左线始发洞门液氮冻结,工艺 通过 液氮冻结,超低温
常州轨道交通2号线三角场站—紫云站区间左线始发洞门液氮冻结,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
上海轨道交通18号线9标御桥站北端头井洞门冻结加固工程上行线,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间2号联络通道及泵站
上海轨道交通18号线9标御桥站北端头井洞门冻结加固工程上行线,设计单位 通过 天地科技,杭州地铁2号线23标新良路站~良渚站区间联络通道及泵站
上海轨道交通18号线9标御桥站北端头井洞门冻结加固工程上行线,设计单位 通过 天地科技,杭州地铁4号线联庄~水澄桥区间1号联络通道
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,建设单位 通过 上海申通地铁集团,城轨
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,设计单位 通过 南京设计院,上海轨道交通13号线陈春东路站~莲溪路站联络通道
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间2号联络通道
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,设计单位 通过 南京设计院,宁波轨道交通3号线大通桥站~中兴大桥南站联络通道兼泵站
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,设计单位 通过 南京设计院,上海地铁13号线长清路站~华夏中路站区间联络通道
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T1航站楼站区间1号联络通道
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,设计单位 通过 南京设计院,上海浦东国际机场三期扩建工程捷运系统工程S1卫星厅站~T4预留站区间3号联络通道
上海轨道交通18号线杨高中路站进出洞冻结加固工程上行线,施工单位 通过 中煤隧道公司,杭州地铁1号线13号彭埠站～建华站盾构区间联络通道
